CourseID,Year,Month,MonthName,YearMonth,MonthlyEnrollment,MonthlyRevenue,MonthlyTransactionCount,AverageTransactionAmount,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherCount,AvgTeacherExperience,AvgTeacherRating,ExpertiseMatchRate,Quarter,IsQuarterStart,IsQuarterEnd,TimeIndex,PriceBand,DurationBucket,RatingTier,CourseTypeEncoded,CourseLevelEncoded,ExperienceBucket,TeacherRatingScore,TeacherQualityScore,ExpertiseMatchScore,RevenueEfficiency,MonthlyRevenuePerEnrollment,PreviousMonthEnrollment,PreviousMonthRevenue,PreviousMonthTransactionCount,PreviousMonthAverageTransactionAmount,Previous3MonthEnrollmentSum,Previous3MonthRevenueSum,Previous3MonthEnrollment,Previous3MonthRevenue,Previous6MonthEnrollment,Previous6MonthRevenue,EnrollmentGrowthRate,RevenueGrowthRate,HasPreviousMonthData,MonthSin,MonthCos,YearProgress,Category_Artificial Intelligence,Category_Business,Category_Cybersecurity,Category_Data Science,Category_Design,Category_Digital Marketing,Category_Finance,Category_Machine Learning,Category_Marketing,Category_Programming,Category_Project Management,Category_Web Development,PriceBand_Free,PriceBand_High,PriceBand_Low,PriceBand_Medium,Duration_Long,Duration_Medium,Duration_Short,Rating_Excellent,Rating_Good,Rating_Low,Rating_Medium,Experience_High,EnrollmentTarget,RevenueTarget
CR00001,2025,11,November,2025-11,13,6139.639999999999,13,472.28,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,25,16.682926829268293,4.191646341463414,0.1341463414634146,4,0,0,24311,High,Medium,Excellent,1,0,High,4.191646341463414,69.92892920880428,0.1341463414634146,13.0,472.28,13.0,6139.639999999999,13.0,472.28,48.0,22669.440000000002,48.0,22669.440000000002,88.0,41560.64,0.0,0.0,1,-0.5000000000000004,0.8660254037844384,0.9090909090909091,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,13,6139.639999999999
CR00001,2025,12,December,2025-12,12,5667.36,12,472.28,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,25,16.682926829268293,4.191646341463414,0.1341463414634146,4,0,1,24312,High,Medium,Excellent,1,0,High,4.191646341463414,69.92892920880428,0.1341463414634146,12.0,472.28,13.0,6139.639999999999,13.0,472.28,49.0,23141.72,49.0,23141.72,84.0,39671.520000000004,-0.07692307692307687,-0.07692307692307687,1,-2.4492935982947064e-16,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,12,5667.36
CR00002,2025,1,January,2025-01,11,0.0,11,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,1,1,0,24301,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.49999999999999994,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,11,0.0
CR00002,2025,2,February,2025-02,10,0.0,10,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,1,0,0,24302,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,-0.09090909090909094,0.0,1,0.8660254037844386,0.5000000000000001,0.09090909090909091,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,10,0.0
CR00002,2025,3,March,2025-03,15,0.0,15,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,1,0,1,24303,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,10.0,0.0,10.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.5,0.0,1,1.0,6.123233995736766e-17,0.18181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,15,0.0
CR00002,2025,4,April,2025-04,20,0.0,20,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,2,1,0,24304,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,15.0,0.0,15.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,0.33333333333333326,0.0,1,0.8660254037844387,-0.4999999999999998,0.2727272727272727,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,20,0.0
CR00002,2025,5,May,2025-05,17,0.0,17,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,2,0,0,24305,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,20.0,0.0,20.0,0.0,45.0,0.0,45.0,0.0,56.0,0.0,-0.15000000000000002,0.0,1,0.49999999999999994,-0.8660254037844387,0.36363636363636365,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,17,0.0
CR00002,2025,6,June,2025-06,12,0.0,12,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,2,0,1,24306,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,17.0,0.0,17.0,0.0,52.0,0.0,52.0,0.0,73.0,0.0,-0.2941176470588235,0.0,1,1.2246467991473532e-16,-1.0,0.45454545454545453,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,12,0.0
CR00002,2025,7,July,2025-07,9,0.0,9,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,3,1,0,24307,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,49.0,0.0,85.0,0.0,-0.25,0.0,1,-0.4999999999999997,-0.8660254037844388,0.5454545454545454,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,9,0.0
CR00002,2025,8,August,2025-08,17,0.0,17,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,3,0,0,24308,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,9.0,0.0,9.0,0.0,38.0,0.0,38.0,0.0,83.0,0.0,0.8888888888888888,0.0,1,-0.8660254037844385,-0.5000000000000004,0.6363636363636364,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,17,0.0
CR00002,2025,9,September,2025-09,5,0.0,5,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,3,0,1,24309,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,17.0,0.0,17.0,0.0,38.0,0.0,38.0,0.0,90.0,0.0,-0.7058823529411764,0.0,1,-1.0,-1.8369701987210297e-16,0.7272727272727273,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,5,0.0
CR00002,2025,10,October,2025-10,9,0.0,9,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,4,1,0,24310,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,5.0,0.0,5.0,0.0,31.0,0.0,31.0,0.0,80.0,0.0,0.8,0.0,1,-0.8660254037844386,0.5000000000000001,0.8181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,9,0.0
CR00002,2025,11,November,2025-11,11,0.0,11,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,4,0,0,24311,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,9.0,0.0,9.0,0.0,31.0,0.0,31.0,0.0,69.0,0.0,0.22222222222222232,0.0,1,-0.5000000000000004,0.8660254037844384,0.9090909090909091,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,11,0.0
CR00002,2025,12,December,2025-12,13,0.0,13,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,20,17.013422818791945,4.211409395973154,0.1610738255033557,4,0,1,24312,Free,Long,Medium,0,1,High,4.211409395973154,71.65048871672445,0.1610738255033557,0.0,0.0,11.0,0.0,11.0,0.0,25.0,0.0,25.0,0.0,63.0,0.0,0.18181818181818188,0.0,1,-2.4492935982947064e-16,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,13,0.0
CR00003,2025,1,January,2025-01,12,0.0,12,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,1,1,0,24301,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.49999999999999994,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,12,0.0
CR00003,2025,2,February,2025-02,10,0.0,10,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,1,0,0,24302,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,-0.16666666666666663,0.0,1,0.8660254037844386,0.5000000000000001,0.09090909090909091,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,10,0.0
CR00003,2025,3,March,2025-03,10,0.0,10,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,1,0,1,24303,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,10.0,0.0,10.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,1,1.0,6.123233995736766e-17,0.18181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,10,0.0
CR00003,2025,4,April,2025-04,14,0.0,14,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,2,1,0,24304,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,10.0,0.0,10.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,0.3999999999999999,0.0,1,0.8660254037844387,-0.4999999999999998,0.2727272727272727,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,14,0.0
CR00003,2025,5,May,2025-05,13,0.0,13,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,2,0,0,24305,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,14.0,0.0,14.0,0.0,34.0,0.0,34.0,0.0,46.0,0.0,-0.0714285714285714,0.0,1,0.49999999999999994,-0.8660254037844387,0.36363636363636365,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,13,0.0
CR00003,2025,6,June,2025-06,16,0.0,16,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,2,0,1,24306,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,13.0,0.0,13.0,0.0,37.0,0.0,37.0,0.0,59.0,0.0,0.23076923076923084,0.0,1,1.2246467991473532e-16,-1.0,0.45454545454545453,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,16,0.0
CR00003,2025,7,July,2025-07,17,0.0,17,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,3,1,0,24307,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,16.0,0.0,16.0,0.0,43.0,0.0,43.0,0.0,75.0,0.0,0.0625,0.0,1,-0.4999999999999997,-0.8660254037844388,0.5454545454545454,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,17,0.0
CR00003,2025,8,August,2025-08,16,0.0,16,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,3,0,0,24308,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,17.0,0.0,17.0,0.0,46.0,0.0,46.0,0.0,80.0,0.0,-0.05882352941176472,0.0,1,-0.8660254037844385,-0.5000000000000004,0.6363636363636364,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,16,0.0
CR00003,2025,9,September,2025-09,14,0.0,14,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,3,0,1,24309,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,16.0,0.0,16.0,0.0,49.0,0.0,49.0,0.0,86.0,0.0,-0.125,0.0,1,-1.0,-1.8369701987210297e-16,0.7272727272727273,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,14,0.0
CR00003,2025,10,October,2025-10,15,0.0,15,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,4,1,0,24310,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,14.0,0.0,14.0,0.0,47.0,0.0,47.0,0.0,90.0,0.0,0.0714285714285714,0.0,1,-0.8660254037844386,0.5000000000000001,0.8181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,15,0.0
CR00003,2025,11,November,2025-11,23,0.0,23,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,4,0,0,24311,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,15.0,0.0,15.0,0.0,45.0,0.0,45.0,0.0,91.0,0.0,0.5333333333333334,0.0,1,-0.5000000000000004,0.8660254037844384,0.9090909090909091,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,23,0.0
CR00003,2025,12,December,2025-12,13,0.0,13,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.1387283236994219,4,0,1,24312,Free,Medium,Good,0,0,High,4.079017341040462,67.66924721841691,0.1387283236994219,0.0,0.0,23.0,0.0,23.0,0.0,52.0,0.0,52.0,0.0,101.0,0.0,-0.4347826086956522,0.0,1,-2.4492935982947064e-16,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,13,0.0
CR00004,2025,1,January,2025-01,20,0.0,20,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103895,4.097987012987013,0.1623376623376623,1,1,0,24301,Free,Long,Medium,0,0,High,4.097987012987013,65.14202732332602,0.1623376623376623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.49999999999999994,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,20,0.0
CR00004,2025,2,February,2025-02,12,0.0,12,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103895,4.097987012987013,0.1623376623376623,1,0,0,24302,Free,Long,Medium,0,0,High,4.097987012987013,65.14202732332602,0.1623376623376623,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,-0.4,0.0,1,0.8660254037844386,0.5000000000000001,0.09090909090909091,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,12,0.0
CR00004,2025,3,March,2025-03,10,0.0,10,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103895,4.097987012987013,0.1623376623376623,1,0,1,24303,Free,Long,Medium,0,0,High,4.097987012987013,65.14202732332602,0.1623376623376623,0.0,0.0,12.0,0.0,12.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,-0.16666666666666663,0.0,1,1.0,6.123233995736766e-17,0.18181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,10,0.0
CR00004,2025,4,April,2025-04,7,0.0,7,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103895,4.097987012987013,0.1623376623376623,2,1,0,24304,Free,Long,Medium,0,0,High,4.097987012987013,65.14202732332602,0.1623376623376623,0.0,0.0,10.0,0.0,10.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,-0.30000000000000004,0.0,1,0.8660254037844387,-0.4999999999999998,0.2727272727272727,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,7,0.0
CR00004,2025,5,May,2025-05,11,0.0,11,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103895,4.097987012987013,0.1623376623376623,2,0,0,24305,Free,Long,Medium,0,0,High,4.097987012987013,65.14202732332602,0.1623376623376623,0.0,0.0,7.0,0.0,7.0,0.0,29.0,0.0,29.0,0.0,49.0,0.0,0.5714285714285714,0.0,1,0.49999999999999994,-0.8660254037844387,0.36363636363636365,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,11,0.0
CR00004,2025,6,June,2025-06,11,0.0,11,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103895,4.097987012987013,0.1623376623376623,2,0,1,24306,Free,Long,Medium,0,0,High,4.097987012987013,65.14202732332602,0.1623376623376623,0.0,0.0,11.0,0.0,11.0,0.0,28.0,0.0,28.0,0.0,60.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0,0.45454545454545453,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,11,0.0
CR00004,2025,7,July,2025-07,21,0.0,21,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103895,4.097987012987013,0.1623376623376623,3,1,0,24307,Free,Long,Medium,0,0,High,4.097987012987013,65.14202732332602,0.1623376623376623,0.0,0.0,11.0,0.0,11.0,0.0,29.0,0.0,29.0,0.0,71.0,0.0,0.9090909090909092,0.0,1,-0.4999999999999997,-0.8660254037844388,0.5454545454545454,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,21,0.0
CR00004,2025,8,August,2025-08,9,0.0,9,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103895,4.097987012987013,0.1623376623376623,3,0,0,24308,Free,Long,Medium,0,0,High,4.097987012987013,65.14202732332602,0.1623376623376623,0.0,0.0,21.0,0.0,21.0,0.0,43.0,0.0,43.0,0.0,72.0,0.0,-0.5714285714285714,0.0,1,-0.8660254037844385,-0.5000000000000004,0.6363636363636364,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,9,0.0
