CourseID,Year,Month,MonthName,YearMonth,MonthlyEnrollment,MonthlyRevenue,MonthlyTransactionCount,AverageTransactionAmount,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherCount,AvgTeacherExperience,AvgTeacherRating,ExpertiseMatchRate,Quarter,IsQuarterStart,IsQuarterEnd,TimeIndex
CR00003,2025,5,May,2025-05,13,0.0,13,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.13872832369942195,2,0,0,24305
CR00003,2025,6,June,2025-06,16,0.0,16,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.13872832369942195,2,0,1,24306
CR00003,2025,7,July,2025-07,17,0.0,17,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.13872832369942195,3,1,0,24307
CR00003,2025,8,August,2025-08,16,0.0,16,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.13872832369942195,3,0,0,24308
CR00003,2025,9,September,2025-09,14,0.0,14,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.13872832369942195,3,0,1,24309
CR00003,2025,10,October,2025-10,15,0.0,15,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.13872832369942195,4,1,0,24310
CR00003,2025,11,November,2025-11,23,0.0,23,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.13872832369942195,4,0,0,24311
CR00003,2025,12,December,2025-12,13,0.0,13,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,27,16.589595375722542,4.079017341040462,0.13872832369942195,4,0,1,24312
CR00004,2025,1,January,2025-01,20,0.0,20,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,1,1,0,24301
CR00004,2025,2,February,2025-02,12,0.0,12,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,1,0,0,24302
CR00004,2025,3,March,2025-03,10,0.0,10,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,1,0,1,24303
CR00004,2025,4,April,2025-04,7,0.0,7,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,2,1,0,24304
CR00004,2025,5,May,2025-05,11,0.0,11,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,2,0,0,24305
CR00004,2025,6,June,2025-06,11,0.0,11,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,2,0,1,24306
CR00004,2025,7,July,2025-07,21,0.0,21,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,3,1,0,24307
CR00004,2025,8,August,2025-08,9,0.0,9,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,3,0,0,24308
CR00004,2025,9,September,2025-09,15,0.0,15,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,3,0,1,24309
CR00004,2025,10,October,2025-10,13,0.0,13,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,4,1,0,24310
CR00004,2025,11,November,2025-11,15,0.0,15,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,4,0,0,24311
CR00004,2025,12,December,2025-12,10,0.0,10,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,27,15.896103896103897,4.097987012987013,0.16233766233766234,4,0,1,24312
CR00005,2025,1,January,2025-01,11,0.0,11,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,1,1,0,24301
CR00005,2025,2,February,2025-02,15,0.0,15,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,1,0,0,24302
CR00005,2025,3,March,2025-03,20,0.0,20,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,1,0,1,24303
CR00005,2025,4,April,2025-04,10,0.0,10,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,2,1,0,24304
CR00005,2025,5,May,2025-05,18,0.0,18,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,2,0,0,24305
CR00005,2025,6,June,2025-06,16,0.0,16,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,2,0,1,24306
CR00005,2025,7,July,2025-07,14,0.0,14,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,3,1,0,24307
CR00005,2025,8,August,2025-08,11,0.0,11,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,3,0,0,24308
CR00005,2025,9,September,2025-09,14,0.0,14,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,3,0,1,24309
CR00005,2025,10,October,2025-10,13,0.0,13,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,4,1,0,24310
CR00005,2025,11,November,2025-11,11,0.0,11,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,4,0,0,24311
CR00005,2025,12,December,2025-12,13,0.0,13,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,29,15.795180722891565,4.05855421686747,0.15060240963855423,4,0,1,24312
CR00006,2025,1,January,2025-01,11,3040.07,11,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,1,1,0,24301
CR00006,2025,2,February,2025-02,14,3869.1800000000003,14,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,1,0,0,24302
CR00006,2025,3,March,2025-03,16,4421.92,16,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,1,0,1,24303
CR00006,2025,4,April,2025-04,13,3592.81,13,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,2,1,0,24304
CR00006,2025,5,May,2025-05,17,4698.29,17,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,2,0,0,24305
CR00006,2025,6,June,2025-06,13,3592.81,13,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,2,0,1,24306
CR00006,2025,7,July,2025-07,8,2210.96,8,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,3,1,0,24307
CR00006,2025,8,August,2025-08,15,4145.55,15,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,3,0,0,24308
CR00006,2025,9,September,2025-09,10,2763.7,10,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,3,0,1,24309
CR00006,2025,10,October,2025-10,13,3592.81,13,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,4,1,0,24310
CR00006,2025,11,November,2025-11,14,3869.1800000000003,14,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,4,0,0,24311
CR00006,2025,12,December,2025-12,12,3316.44,12,276.37,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,15,16.75,4.133461538461538,0.30128205128205127,4,0,1,24312
CR00007,2025,1,January,2025-01,10,0.0,10,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,1,1,0,24301
CR00007,2025,2,February,2025-02,6,0.0,6,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,1,0,0,24302
CR00007,2025,3,March,2025-03,11,0.0,11,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,1,0,1,24303
CR00007,2025,4,April,2025-04,20,0.0,20,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,2,1,0,24304
CR00007,2025,5,May,2025-05,11,0.0,11,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,2,0,0,24305
CR00007,2025,6,June,2025-06,20,0.0,20,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,2,0,1,24306
CR00007,2025,7,July,2025-07,18,0.0,18,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,3,1,0,24307
CR00007,2025,8,August,2025-08,13,0.0,13,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,3,0,0,24308
CR00007,2025,9,September,2025-09,20,0.0,20,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,3,0,1,24309
CR00007,2025,10,October,2025-10,18,0.0,18,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,4,1,0,24310
CR00007,2025,11,November,2025-11,12,0.0,12,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,4,0,0,24311
CR00007,2025,12,December,2025-12,19,0.0,19,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,16,16.02247191011236,3.932584269662921,0.34269662921348315,4,0,1,24312
CR00008,2025,1,January,2025-01,6,0.0,6,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,1,1,0,24301
CR00008,2025,2,February,2025-02,14,0.0,14,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,1,0,0,24302
CR00008,2025,3,March,2025-03,12,0.0,12,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,1,0,1,24303
CR00008,2025,4,April,2025-04,13,0.0,13,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,2,1,0,24304
CR00008,2025,5,May,2025-05,15,0.0,15,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,2,0,0,24305
CR00008,2025,6,June,2025-06,13,0.0,13,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,2,0,1,24306
CR00008,2025,7,July,2025-07,17,0.0,17,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,3,1,0,24307
CR00008,2025,8,August,2025-08,12,0.0,12,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,3,0,0,24308
CR00008,2025,9,September,2025-09,12,0.0,12,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,3,0,1,24309
CR00008,2025,10,October,2025-10,13,0.0,13,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,4,1,0,24310
CR00008,2025,11,November,2025-11,17,0.0,17,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,4,0,0,24311
CR00008,2025,12,December,2025-12,14,0.0,14,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,15,16.329113924050635,3.999113924050633,0.3291139240506329,4,0,1,24312
CR00009,2025,1,January,2025-01,10,0.0,10,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,1,1,0,24301
CR00009,2025,2,February,2025-02,18,0.0,18,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,1,0,0,24302
CR00009,2025,3,March,2025-03,12,0.0,12,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,1,0,1,24303
CR00009,2025,4,April,2025-04,10,0.0,10,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,2,1,0,24304
CR00009,2025,5,May,2025-05,11,0.0,11,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,2,0,0,24305
CR00009,2025,6,June,2025-06,17,0.0,17,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,2,0,1,24306
CR00009,2025,7,July,2025-07,17,0.0,17,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,3,1,0,24307
CR00009,2025,8,August,2025-08,15,0.0,15,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,3,0,0,24308
CR00009,2025,9,September,2025-09,11,0.0,11,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,3,0,1,24309
CR00009,2025,10,October,2025-10,12,0.0,12,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,4,1,0,24310
CR00009,2025,11,November,2025-11,6,0.0,6,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,4,0,0,24311
CR00009,2025,12,December,2025-12,16,0.0,16,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,19,15.387096774193548,3.9562580645161294,0.3548387096774194,4,0,1,24312
CR00010,2025,1,January,2025-01,12,0.0,12,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,1,1,0,24301
CR00010,2025,2,February,2025-02,9,0.0,9,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,1,0,0,24302
CR00010,2025,3,March,2025-03,13,0.0,13,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,1,0,1,24303
CR00010,2025,4,April,2025-04,20,0.0,20,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,2,1,0,24304
CR00010,2025,5,May,2025-05,14,0.0,14,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,2,0,0,24305
CR00010,2025,6,June,2025-06,19,0.0,19,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,2,0,1,24306
CR00010,2025,7,July,2025-07,17,0.0,17,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,3,1,0,24307
CR00010,2025,8,August,2025-08,9,0.0,9,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,3,0,0,24308
CR00010,2025,9,September,2025-09,17,0.0,17,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,3,0,1,24309
CR00010,2025,10,October,2025-10,10,0.0,10,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,4,1,0,24310
CR00010,2025,11,November,2025-11,23,0.0,23,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,4,0,0,24311
CR00010,2025,12,December,2025-12,17,0.0,17,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18,16.05,3.997055555555556,0.32222222222222224,4,0,1,24312
CR00011,2025,1,January,2025-01,14,4564.28,14,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,1,1,0,24301
CR00011,2025,2,February,2025-02,14,4564.28,14,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,1,0,0,24302
CR00011,2025,3,March,2025-03,9,2934.18,9,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,1,0,1,24303
CR00011,2025,4,April,2025-04,16,5216.32,16,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,2,1,0,24304
CR00011,2025,5,May,2025-05,11,3586.22,11,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,2,0,0,24305
CR00011,2025,6,June,2025-06,11,3586.22,11,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,2,0,1,24306
CR00011,2025,7,July,2025-07,18,5868.36,18,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,3,1,0,24307
CR00011,2025,8,August,2025-08,6,1956.12,6,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,3,0,0,24308
CR00011,2025,9,September,2025-09,12,3912.24,12,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,3,0,1,24309
CR00011,2025,10,October,2025-10,16,5216.32,16,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,4,1,0,24310
CR00011,2025,11,November,2025-11,12,3912.24,12,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,4,0,0,24311
CR00011,2025,12,December,2025-12,12,3912.24,12,326.02,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.25165562913907286,4,0,1,24312
CR00012,2025,1,January,2025-01,20,9758.4,20,487.91999999999996,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,1,1,0,24301
CR00012,2025,2,February,2025-02,10,4879.2,10,487.91999999999996,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,1,0,0,24302
CR00012,2025,3,March,2025-03,21,10246.32,21,487.91999999999996,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,1,0,1,24303
CR00012,2025,4,April,2025-04,15,7318.8,15,487.92,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,2,1,0,24304
CR00012,2025,5,May,2025-05,6,2927.52,6,487.92,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,2,0,0,24305
CR00012,2025,6,June,2025-06,14,6830.88,14,487.92,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,2,0,1,24306
CR00012,2025,7,July,2025-07,18,8782.56,18,487.91999999999996,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,3,1,0,24307
