CourseID,Year,Month,YearMonth,Month,CoursePrice,CourseDuration,CourseRating,TeacherCount,AvgTeacherExperience,AvgTeacherRating,ExpertiseMatchRate,Quarter,IsQuarterStart,IsQuarterEnd,TimeIndex,CourseTypeEncoded,CourseLevelEncoded,TeacherRatingScore,TeacherQualityScore,ExpertiseMatchScore,PreviousMonthEnrollment,PreviousMonthRevenue,PreviousMonthTransactionCount,PreviousMonthAverageTransactionAmount,Previous3MonthEnrollmentSum,Previous3MonthRevenueSum,Previous3MonthEnrollment,Previous3MonthRevenue,Previous6MonthEnrollment,Previous6MonthRevenue,EnrollmentGrowthRate,RevenueGrowthRate,HasPreviousMonthData,MonthSin,MonthCos,YearProgress,Category_Artificial Intelligence,Category_Business,Category_Cybersecurity,Category_Data Science,Category_Design,Category_Digital Marketing,Category_Finance,Category_Machine Learning,Category_Marketing,Category_Programming,Category_Project Management,Category_Web Development,PriceBand_Free,PriceBand_High,PriceBand_Low,PriceBand_Medium,Duration_Long,Duration_Medium,Duration_Short,Rating_Excellent,Rating_Good,Rating_Low,Rating_Medium,RevenueTarget
CR00011,2025,1,2025-01,1,326.02,11.31,2.69,16,16.52980132450331,3.9479470198675495,0.2516556291390728,1,1,0,24301,1,1,3.9479470198675495,65.25877987807552,0.2516556291390728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4564.28
CR00012,2025,1,2025-01,1,487.92,36.01,3.64,18,16.052023121387283,3.9091907514450863,0.2658959537572254,1,1,0,24301,1,2,3.9091907514450863,62.750420328109854,0.2658959537572254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9758.4
CR00013,2025,1,2025-01,1,0.0,15.84,2.0,20,15.93529411764706,3.874294117647058,0.2764705882352941,1,1,0,24301,0,2,3.874294117647058,61.738016262975776,0.2764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0
CR00014,2025,1,2025-01,1,0.0,22.29,3.15,18,15.695906432748538,3.769298245614035,0.2982456140350877,1,1,0,24301,0,2,3.769298245614035,59.16255258028111,0.2982456140350877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0
CR00015,2025,1,2025-01,1,285.05,34.78,1.96,19,16.708333333333332,4.004285714285714,0.2321428571428571,1,1,0,24301,1,0,4.004285714285714,66.90494047619046,0.2321428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3705.65
CR00016,2025,1,2025-01,1,0.0,42.68,4.72,30,16.372549019607842,4.160065359477124,0.1045751633986928,1,1,0,24301,0,1,4.160065359477124,68.11087402281173,0.1045751633986928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0
CR00017,2025,1,2025-01,1,0.0,29.37,4.79,28,16.0126582278481,4.193291139240506,0.1645569620253164,1,1,0,24301,0,2,4.193291139240506,67.14573786252201,0.1645569620253164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0
CR00018,2025,1,2025-01,1,0.0,15.44,2.01,28,16.533742331288344,4.198159509202454,0.1288343558282208,1,1,0,24301,0,2,4.198159509202454,69.41128759080131,0.1288343558282208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0
CR00019,2025,1,2025-01,1,0.0,18.0,2.98,28,16.497175141242938,4.2006214689265535,0.1412429378531073,1,1,0,24301,0,2,4.2006214689265535,69.29838807494653,0.1412429378531073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0
CR00020,2025,1,2025-01,1,0.0,46.25,4.11,25,16.16774193548387,4.090258064516129,0.1483870967741935,1,1,0,24301,0,1,4.090258064516129,66.13023683662851,0.1483870967741935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0
CR00021,2025,1,2025-01,1,0.0,1.2,3.6,7,17.168367346938776,4.152448979591837,0.3775510204081632,1,1,0,24301,0,1,4.152448979591837,71.29076947105374,0.3775510204081632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0
CR00022,2025,1,2025-01,1,0.0,32.64,3.65,7,17.305084745762713,4.157627118644068,0.3446327683615819,1,1,0,24301,0,0,4.157627118644068,71.94808962941684,0.3446327683615819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0
CR00023,2025,1,2025-01,1,0.0,9.71,3.02,7,16.194594594594594,4.0725945945945945,0.3945945945945946,1,1,0,24301,0,1,4.0725945945945945,65.95401840759678,0.3945945945945946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0
CR00024,2025,1,2025-01,1,117.68,48.09,2.57,7,16.55421686746988,4.141867469879518,0.3855421686746988,1,1,0,24301,1,2,4.141867469879518,68.56537233270431,0.3855421686746988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1059.12
CR00025,2025,1,2025-01,1,299.57,48.32,3.74,7,16.489583333333332,4.13109375,0.3854166666666667,1,1,0,24301,1,0,4.13109375,68.12001464843749,0.3854166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4493.55
CR00026,2025,1,2025-01,1,0.0,47.7,4.73,18,14.05813953488372,4.291627906976744,0.8430232558139535,1,1,0,24301,0,1,4.291627906976744,60.33230394808003,0.8430232558139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0
CR00027,2025,1,2025-01,1,0.0,9.3,1.81,17,14.49342105263158,4.269934210526316,0.8618421052631579,1,1,0,24301,0,2,4.269934210526316,61.88595438019391,0.8618421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0
CR00028,2025,1,2025-01,1,0.78,44.96,3.89,21,13.83625730994152,4.208128654970761,0.8245614035087719,1,1,0,24301,1,2,4.208128654970761,58.22475086351356,0.8245614035087719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,13.26
CR00029,2025,1,2025-01,1,0.0,16.33,1.13,20,14.36774193548387,4.360129032258064,0.8774193548387097,1,1,0,24301,0,0,4.360129032258064,62.645208740894894,0.8774193548387097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
CR00030,2025,1,2025-01,1,0.0,38.49,1.73,21,14.91715976331361,4.302426035502958,0.8461538461538461,1,1,0,24301,0,1,4.302426035502958,64.17997654143763,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0
CR00031,2025,1,2025-01,1,0.0,26.52,1.91,9,15.33125,3.7743125,1.0,1,1,0,24301,0,1,3.7743125,57.864928515625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0
CR00032,2025,1,2025-01,1,0.0,16.74,2.38,9,15.88957055214724,3.8412883435582814,1.0,1,1,0,24301,0,2,3.8412883435582814,61.03642214611012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0
CR00033,2025,1,2025-01,1,0.0,48.25,3.93,9,15.766467065868264,3.814790419161677,1.0,1,1,0,24301,0,1,3.814790419161677,60.14576750690237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0
CR00034,2025,1,2025-01,1,394.26,47.44,1.35,9,16.733333333333334,3.943666666666666,1.0,1,1,0,24301,1,1,3.943666666666666,65.99068888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4731.12
CR00035,2025,1,2025-01,1,0.0,42.59,4.94,9,15.614525139664805,3.869720670391062,1.0,1,1,0,24301,0,0,3.869720670391062,60.42385069130177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0
CR00036,2025,1,2025-01,1,0.0,15.75,4.68,7,17.389830508474578,4.151299435028249,0.3615819209039548,1,1,0,24301,0,0,4.151299435028249,72.19039356506752,0.3615819209039548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.0
CR00037,2025,1,2025-01,1,0.0,33.93,3.45,7,16.562091503267975,4.004313725490196,0.4052287581699346,1,1,0,24301,0,1,4.004313725490196,66.31981032936051,0.4052287581699346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0
CR00038,2025,1,2025-01,1,342.61,17.14,4.84,7,17.29746835443038,4.165569620253164,0.3417721518987341,1,1,0,24301,1,1,4.165569620253164,72.05380868450567,0.3417721518987341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5139.150000000001
CR00039,2025,1,2025-01,1,346.71,3.42,1.23,7,16.934131736526947,4.1438922155688624,0.3712574850299401,1,1,0,24301,1,2,4.1438922155688624,70.17321668041164,0.3712574850299401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2426.97
CR00040,2025,1,2025-01,1,327.99,12.13,1.51,7,17.29310344827586,4.09528735632184,0.3563218390804598,1,1,0,24301,1,0,4.09528735632184,70.82022790328975,0.3563218390804598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,5575.83
CR00041,2025,1,2025-01,1,53.86,47.08,2.47,8,17.542168674698797,4.344879518072289,0.3012048192771084,1,1,0,24301,1,0,4.344879518072289,76.21860937726811,0.3012048192771084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,754.04
CR00042,2025,1,2025-01,1,0.0,34.83,4.1,8,14.612021857923498,4.150437158469945,0.4699453551912568,1,1,0,24301,0,1,4.150437158469945,60.64627847950073,0.4699453551912568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0
CR00043,2025,1,2025-01,1,0.0,31.77,4.14,8,16.36813186813187,4.235659340659341,0.3736263736263736,1,1,0,24301,0,0,4.235659340659341,69.32983063639658,0.3736263736263736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0
CR00044,2025,1,2025-01,1,119.04,23.41,2.75,7,16.96894409937888,4.379751552795031,0.3354037267080745,1,1,0,24301,1,1,4.379751552795031,74.31975926854673,0.3354037267080745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1190.4
CR00045,2025,1,2025-01,1,0.0,6.36,1.59,8,16.424418604651162,4.2875,0.3546511627906977,1,1,0,24301,0,2,4.2875,70.41969476744185,0.3546511627906977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0
CR00046,2025,1,2025-01,1,248.1,9.4,1.2,8,16.514285714285716,4.051,0.3428571428571428,1,1,0,24301,1,0,4.051,66.89937142857144,0.3428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2977.2
CR00047,2025,1,2025-01,1,89.59,1.55,2.68,8,15.265060240963855,3.9598795180722894,0.4096385542168674,1,1,0,24301,1,1,3.9598795180722894,60.44779939033242,0.4096385542168674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1612.62
CR00048,2025,1,2025-01,1,0.0,42.7,3.64,8,15.844086021505376,4.057526881720429,0.3655913978494624,1,1,0,24301,0,0,4.057526881720429,64.28780494854895,0.3655913978494624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0
CR00049,2025,1,2025-01,1,415.51,28.33,3.11,8,15.39877300613497,4.038711656441717,0.3926380368098159,1,1,0,24301,1,1,4.038711656441717,62.19120403477736,0.3926380368098159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9141.22
CR00050,2025,1,2025-01,1,490.9,7.55,4.55,8,15.21264367816092,3.9402873563218392,0.4137931034482758,1,1,0,24301,1,0,3.9402873563218392,59.94218754128683,0.4137931034482758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7363.5
CR00051,2025,1,2025-01,1,37.89,24.11,1.3,20,15.690058479532164,4.0678947368421055,0.2923976608187134,1,1,0,24301,1,2,4.0678947368421055,63.82550630963374,0.2923976608187134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,378.9
CR00052,2025,1,2025-01,1,0.0,40.76,2.2,15,15.2987012987013,4.05077922077922,0.3506493506493506,1,1,0,24301,0,0,4.05077922077922,61.97166132568729,0.3506493506493506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0
CR00053,2025,1,2025-01,1,0.0,40.07,2.67,17,15.276073619631902,3.9677914110429446,0.3435582822085889,1,1,0,24301,0,2,3.9677914110429446,60.61227370243517,0.3435582822085889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0
CR00054,2025,1,2025-01,1,0.0,48.57,3.32,21,15.50561797752809,4.133089887640449,0.2808988764044944,1,1,0,24301,0,0,4.133089887640449,64.0861128645373,0.2808988764044944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0
CR00055,2025,1,2025-01,1,57.32,43.95,4.74,18,16.03370786516854,4.106179775280899,0.2696629213483146,1,1,0,24301,1,2,4.106179775280899,65.83728695871734,0.2696629213483146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,802.48
CR00056,2025,1,2025-01,1,212.39,22.89,3.15,13,15.783783783783784,4.199391891891892,0.3986486486486486,1,1,0,24301,1,2,4.199391891891892,66.28229364499636,0.3986486486486486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2973.46
CR00057,2025,1,2025-01,1,177.34,49.73,3.89,13,15.321428571428571,4.0996428571428565,0.4142857142857143,1,1,0,24301,1,2,4.0996428571428565,62.81238520408162,0.4142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2837.44
CR00058,2025,1,2025-01,1,0.0,1.46,4.44,13,16.242268041237114,4.192474226804124,0.3711340206185567,1,1,0,24301,0,0,4.192474226804124,68.0952901477309,0.3711340206185567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.0
CR00059,2025,1,2025-01,1,0.0,5.95,4.66,12,14.73913043478261,3.998819875776397,0.453416149068323,1,1,0,24301,0,1,3.998819875776397,58.93912773426951,0.453416149068323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4999999999999999,0.8660254037844387,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.0
